ProjectKey,Name,CustomerKey,Description,Status,StartDate,EndDate
3912,Project name 3912,4201,Canned Goods,Cancelled,2019-09-30T05:00:00.000Z,2020-04-21T05:00:00.000Z
3913,Project name 3913,2490,Tea,Cancelled,2019-06-02T05:00:00.000Z,2019-06-28T05:00:00.000Z
3914,Project name 3914,2232,Eggs,Closed,2018-04-01T05:00:00.000Z,2018-04-02T05:00:00.000Z
3915,Project name 3915,1388,Tomato sauce,Closed,2020-02-10T05:00:00.000Z,2020-05-23T05:00:00.000Z
3916,Project name 3916,105,Personal Care,Cancelled,2019-09-04T05:00:00.000Z,2019-09-08T05:00:00.000Z
3917,Project name 3917,1618,Poultry,Active,2019-11-07T05:00:00.000Z,2020-04-05T05:00:00.000Z
3918,Project name 3918,3910,Meat,Active,2020-08-13T05:00:00.000Z,2021-01-01T05:00:00.000Z
3919,Project name 3919,2952,Dry Goods,Cancelled,2018-06-12T05:00:00.000Z,2018-09-03T05:00:00.000Z
3920,Project name 3920,3008,Bottled waters,Active,2020-12-12T05:00:00.000Z,2021-02-14T05:00:00.000Z
3921,Project name 3921,1758,Detergents,Active,2020-11-06T05:00:00.000Z,2020-12-15T05:00:00.000Z
3922,Project name 3922,2996,Detergents,Active,2020-04-11T05:00:00.000Z,2020-07-22T05:00:00.000Z
3923,Project name 3923,4753,Brown rice,Active,2019-11-09T05:00:00.000Z,2020-04-25T05:00:00.000Z
3924,Project name 3924,2350,Snack foods,Closed,2019-01-24T05:00:00.000Z,2019-08-02T05:00:00.000Z
3925,Project name 3925,1458,Decorations,Active,2020-01-25T05:00:00.000Z,2020-05-22T05:00:00.000Z
3926,Project name 3926,1419,White rice,Active,2020-10-02T05:00:00.000Z,2021-01-14T05:00:00.000Z
3927,Project name 3927,2669,House-cleaning products,Active,2020-01-10T05:00:00.000Z,2020-05-21T05:00:00.000Z
3928,Project name 3928,2035,Paper Goods,Presales,2020-07-20T05:00:00.000Z,2020-12-12T05:00:00.000Z
3929,Project name 3929,4225,Frozen foods,Presales,2020-11-19T05:00:00.000Z,2021-04-11T05:00:00.000Z
3930,Project name 3930,2173,Sauces,Closed,2018-03-18T05:00:00.000Z,2018-07-02T05:00:00.000Z
3931,Project name 3931,1016,Housewares,Presales,2020-08-22T05:00:00.000Z,2020-11-16T05:00:00.000Z
3932,Project name 3932,4615,Condiments,Closed,2019-12-13T05:00:00.000Z,2020-02-09T05:00:00.000Z
3933,Project name 3933,4679,Decorations,Closed,2018-08-16T05:00:00.000Z,2018-09-18T05:00:00.000Z
3934,Project name 3934,3927,Ground turkey,Presales,2020-10-21T05:00:00.000Z,2021-04-16T05:00:00.000Z
3935,Project name 3935,4145,Seafood,Presales,2020-11-29T05:00:00.000Z,2021-01-24T05:00:00.000Z
3936,Project name 3936,1792,Salmon,Active,2020-07-21T05:00:00.000Z,2020-08-25T05:00:00.000Z
3937,Project name 3937,3690,Cosmetics,Closed,2020-01-21T05:00:00.000Z,2020-02-07T05:00:00.000Z
3938,Project name 3938,400,Housewares,Closed,2020-03-30T05:00:00.000Z,2020-09-13T05:00:00.000Z
3939,Project name 3939,3588,Toys,Active,2019-11-24T05:00:00.000Z,2019-12-11T05:00:00.000Z
3940,Project name 3940,4566,Sweets,Presales,2020-10-04T05:00:00.000Z,2021-01-25T05:00:00.000Z
3941,Project name 3941,4172,Condiments,Cancelled,2020-12-24T05:00:00.000Z,2021-03-15T05:00:00.000Z
3942,Project name 3942,524,Hygiene products,Active,2020-08-21T05:00:00.000Z,2021-01-21T05:00:00.000Z
3943,Project name 3943,1622,Grooming products,Cancelled,2018-08-26T05:00:00.000Z,2018-09-08T05:00:00.000Z
3944,Project name 3944,4232,Eggs,Cancelled,2018-01-14T05:00:00.000Z,2018-01-21T05:00:00.000Z
3945,Project name 3945,4261,Personal Care,Closed,2018-03-02T05:00:00.000Z,2018-05-31T05:00:00.000Z
3946,Project name 3946,350,Tomato sauce,Closed,2018-05-27T05:00:00.000Z,2018-12-22T05:00:00.000Z
3947,Project name 3947,3617,Fish,Cancelled,2018-04-15T05:00:00.000Z,2018-04-17T05:00:00.000Z
3948,Project name 3948,4460,Bread,Active,2020-06-15T05:00:00.000Z,2020-08-07T05:00:00.000Z
3949,Project name 3949,1746,Cosmetics,Closed,2019-01-08T05:00:00.000Z,2019-05-21T05:00:00.000Z
3950,Project name 3950,4945,Dishware,Closed,2018-08-21T05:00:00.000Z,2018-08-24T05:00:00.000Z
3951,Project name 3951,2192,Diet foods,Active,2020-07-30T05:00:00.000Z,2020-10-06T05:00:00.000Z
3952,Project name 3952,3645,Sweets,Cancelled,2020-12-19T05:00:00.000Z,2021-07-23T05:00:00.000Z
3953,Project name 3953,260,Cheese,Presales,2020-05-29T05:00:00.000Z,2020-12-08T05:00:00.000Z
3954,Project name 3954,4404,Meat,Closed,2019-01-10T05:00:00.000Z,2019-03-20T05:00:00.000Z
3955,Project name 3955,3305,Medicines,Presales,2020-09-20T05:00:00.000Z,2021-01-09T05:00:00.000Z
3956,Project name 3956,3166,Dairy,Cancelled,2020-04-16T05:00:00.000Z,2020-07-14T05:00:00.000Z
3957,Project name 3957,4529,Tea,Active,2020-06-16T05:00:00.000Z,2020-08-08T05:00:00.000Z
3958,Project name 3958,1070,Sauces,Closed,2018-06-24T05:00:00.000Z,2018-09-25T05:00:00.000Z
3959,Project name 3959,1026,Flour,Presales,2020-10-10T05:00:00.000Z,2021-03-22T05:00:00.000Z
3960,Project name 3960,1866,Toys,Cancelled,2020-08-09T05:00:00.000Z,2021-01-01T05:00:00.000Z
3961,Project name 3961,4911,Alcoholic beverages,Active,2020-12-27T05:00:00.000Z,2021-07-23T05:00:00.000Z
3962,Project name 3962,1857,Diet foods,Presales,2020-12-24T05:00:00.000Z,2021-04-16T05:00:00.000Z
3963,Project name 3963,834,Canned Goods,Presales,2020-07-06T05:00:00.000Z,2020-11-14T05:00:00.000Z
3964,Project name 3964,702,Mustard,Active,2020-07-01T05:00:00.000Z,2020-12-17T05:00:00.000Z
3965,Project name 3965,3430,House-cleaning products,Presales,2020-07-01T05:00:00.000Z,2020-09-23T05:00:00.000Z
3966,Project name 3966,4425,Flowers,Presales,2020-10-23T05:00:00.000Z,2020-11-11T05:00:00.000Z
3967,Project name 3967,2030,Fruits,Presales,2020-07-20T05:00:00.000Z,2021-02-13T05:00:00.000Z
3968,Project name 3968,4797,Poultry,Cancelled,2020-08-02T05:00:00.000Z,2020-11-29T05:00:00.000Z
3969,Project name 3969,4606,Candies,Closed,2018-01-08T05:00:00.000Z,2018-04-23T05:00:00.000Z
3970,Project name 3970,4686,Vegetables,Cancelled,2018-11-23T05:00:00.000Z,2019-06-22T05:00:00.000Z
3971,Project name 3971,2195,Flowers,Presales,2020-07-01T05:00:00.000Z,2020-07-31T05:00:00.000Z
3972,Project name 3972,3517,Sauces,Closed,2019-07-14T05:00:00.000Z,2019-09-04T05:00:00.000Z
3973,Project name 3973,998,Grooming products,Closed,2019-10-18T05:00:00.000Z,2020-02-11T05:00:00.000Z
3974,Project name 3974,1604,Sauces,Presales,2020-12-10T05:00:00.000Z,2021-07-04T05:00:00.000Z
3975,Project name 3975,1111,Cereals,Cancelled,2018-02-20T05:00:00.000Z,2018-04-12T05:00:00.000Z
3976,Project name 3976,3778,Bakery products,Presales,2020-10-13T05:00:00.000Z,2021-05-07T05:00:00.000Z
3977,Project name 3977,2442,Mustard,Presales,2020-10-09T05:00:00.000Z,2020-11-12T05:00:00.000Z
3978,Project name 3978,1542,Mustard,Active,2019-10-29T05:00:00.000Z,2020-01-03T05:00:00.000Z
3979,Project name 3979,3531,Grooming products,Closed,2020-03-01T05:00:00.000Z,2020-08-16T05:00:00.000Z
3980,Project name 3980,2686,Meat,Closed,2019-06-23T05:00:00.000Z,2019-08-19T05:00:00.000Z
3981,Project name 3981,2865,Bottled waters,Cancelled,2020-08-13T05:00:00.000Z,2020-10-01T05:00:00.000Z
3982,Project name 3982,4619,Tea,Closed,2019-12-05T05:00:00.000Z,2020-03-01T05:00:00.000Z
3983,Project name 3983,554,Detergents,Presales,2020-06-01T05:00:00.000Z,2020-11-22T05:00:00.000Z
3984,Project name 3984,4180,Hygiene products,Active,2020-01-03T05:00:00.000Z,2020-02-18T05:00:00.000Z
3985,Project name 3985,1472,Sweets,Active,2020-01-22T05:00:00.000Z,2020-06-09T05:00:00.000Z
3986,Project name 3986,1422,Personal Care,Closed,2019-02-06T05:00:00.000Z,2019-09-04T05:00:00.000Z
3987,Project name 3987,4325,Vegetables,Presales,2020-11-28T05:00:00.000Z,2021-06-18T05:00:00.000Z
3988,Project name 3988,1988,Tomato sauce,Active,2020-07-07T05:00:00.000Z,2020-10-28T05:00:00.000Z
3989,Project name 3989,2783,Coffee,Closed,2018-10-01T05:00:00.000Z,2018-11-03T05:00:00.000Z
3990,Project name 3990,4415,Frozen foods,Active,2020-08-15T05:00:00.000Z,2020-11-26T05:00:00.000Z
3991,Project name 3991,1472,Brown rice,Active,2019-11-15T05:00:00.000Z,2019-12-29T05:00:00.000Z
3992,Project name 3992,2666,Grooming products,Closed,2019-09-26T05:00:00.000Z,2020-02-18T05:00:00.000Z
3993,Project name 3993,164,White rice,Cancelled,2020-06-15T05:00:00.000Z,2020-09-20T05:00:00.000Z
3994,Project name 3994,379,Frozen foods,Active,2019-10-24T05:00:00.000Z,2020-05-11T05:00:00.000Z
3995,Project name 3995,957,Dry Goods,Active,2020-01-17T05:00:00.000Z,2020-08-19T05:00:00.000Z
3996,Project name 3996,1109,Tea,Cancelled,2018-11-28T05:00:00.000Z,2019-06-01T05:00:00.000Z
3997,Project name 3997,3515,Alcoholic beverages,Presales,2020-06-25T05:00:00.000Z,2020-12-30T05:00:00.000Z
3998,Project name 3998,1662,Snack foods,Cancelled,2020-08-24T05:00:00.000Z,2020-10-24T05:00:00.000Z
3999,Project name 3999,3809,Flowers,Active,2020-12-02T05:00:00.000Z,2021-01-22T05:00:00.000Z
4000,Project name 4000,924,Cosmetics,Presales,2020-10-01T05:00:00.000Z,2021-04-06T05:00:00.000Z
4001,Project name 4001,2156,Medicines,Cancelled,2018-02-21T05:00:00.000Z,2018-05-15T05:00:00.000Z
4002,Project name 4002,1358,Detergents,Closed,2020-02-06T05:00:00.000Z,2020-02-13T05:00:00.000Z
4003,Project name 4003,1469,Cereals,Active,2020-12-10T05:00:00.000Z,2021-03-05T05:00:00.000Z
4004,Project name 4004,2096,Alcoholic beverages,Presales,2020-12-14T05:00:00.000Z,2021-02-02T05:00:00.000Z
4005,Project name 4005,1457,Grooming products,Presales,2020-07-12T05:00:00.000Z,2020-10-31T05:00:00.000Z
4006,Project name 4006,77,Baby food,Presales,2020-06-07T05:00:00.000Z,2020-12-02T05:00:00.000Z
4007,Project name 4007,2402,Baby-care,Cancelled,2018-02-01T05:00:00.000Z,2018-02-11T05:00:00.000Z
4008,Project name 4008,4685,Brown rice,Active,2020-06-01T05:00:00.000Z,2020-12-11T05:00:00.000Z
4009,Project name 4009,3499,Toys,Closed,2019-06-19T05:00:00.000Z,2019-10-01T05:00:00.000Z
4010,Project name 4010,1066,Pet foods,Closed,2019-05-20T05:00:00.000Z,2019-08-05T05:00:00.000Z
4011,Project name 4011,4097,Dishware,Cancelled,2018-02-09T05:00:00.000Z,2018-07-18T05:00:00.000Z
4012,Project name 4012,741,Ground turkey,Presales,2020-09-10T05:00:00.000Z,2021-02-07T05:00:00.000Z
4013,Project name 4013,4682,Tomato sauce,Closed,2018-06-17T05:00:00.000Z,2018-07-28T05:00:00.000Z
4014,Project name 4014,1097,Brown rice,Presales,2020-11-24T05:00:00.000Z,2020-11-24T05:00:00.000Z
4015,Project name 4015,577,Salmon,Cancelled,2019-03-25T05:00:00.000Z,2019-04-27T05:00:00.000Z
4016,Project name 4016,2809,Salmon,Cancelled,2020-03-15T05:00:00.000Z,2020-07-02T05:00:00.000Z
4017,Project name 4017,4823,Pet foods,Presales,2020-08-22T05:00:00.000Z,2020-12-13T05:00:00.000Z
4018,Project name 4018,2896,Salmon,Presales,2020-07-26T05:00:00.000Z,2020-10-16T05:00:00.000Z
4019,Project name 4019,4126,Personal hygiene,Closed,2018-09-02T05:00:00.000Z,2019-02-17T05:00:00.000Z
4020,Project name 4020,710,Ground turkey,Presales,2020-10-11T05:00:00.000Z,2021-01-27T05:00:00.000Z
4021,Project name 4021,4083,Salmon,Closed,2018-02-21T05:00:00.000Z,2018-08-09T05:00:00.000Z
4022,Project name 4022,2620,Snack foods,Cancelled,2020-09-17T05:00:00.000Z,2020-12-21T05:00:00.000Z
4023,Project name 4023,4642,Eggs,Cancelled,2020-11-26T05:00:00.000Z,2021-04-19T05:00:00.000Z
4024,Project name 4024,1697,Candies,Presales,2020-05-30T05:00:00.000Z,2020-10-14T05:00:00.000Z
4025,Project name 4025,4040,Flour,Closed,2020-05-13T05:00:00.000Z,2020-06-18T05:00:00.000Z
4026,Project name 4026,1192,Fruits,Presales,2020-08-20T05:00:00.000Z,2020-12-10T05:00:00.000Z
4027,Project name 4027,2462,Flowers,Cancelled,2018-12-07T05:00:00.000Z,2019-05-08T05:00:00.000Z
4028,Project name 4028,3245,Grooming products,Presales,2020-09-07T05:00:00.000Z,2020-11-16T05:00:00.000Z
4029,Project name 4029,4450,Baby food,Presales,2020-08-04T05:00:00.000Z,2020-09-15T05:00:00.000Z
4030,Project name 4030,1446,Nonalcoholic beverages,Cancelled,2019-11-16T05:00:00.000Z,2020-04-06T05:00:00.000Z
4031,Project name 4031,789,Grooming products,Presales,2020-06-14T05:00:00.000Z,2020-10-26T05:00:00.000Z
4032,Project name 4032,1811,Olive oil,Closed,2019-07-18T05:00:00.000Z,2019-10-05T05:00:00.000Z
4033,Project name 4033,3512,Condiments,Cancelled,2019-05-11T05:00:00.000Z,2019-12-06T05:00:00.000Z
4034,Project name 4034,3594,Alcoholic beverages,Cancelled,2019-04-13T05:00:00.000Z,2019-05-20T05:00:00.000Z
4035,Project name 4035,661,Olive oil,Closed,2018-09-15T05:00:00.000Z,2019-03-12T05:00:00.000Z
4036,Project name 4036,3719,Flour,Presales,2020-06-16T05:00:00.000Z,2020-08-19T05:00:00.000Z
4037,Project name 4037,1207,White rice,Presales,2020-10-02T05:00:00.000Z,2021-04-28T05:00:00.000Z
4038,Project name 4038,4776,Flour,Cancelled,2020-01-27T05:00:00.000Z,2020-09-01T05:00:00.000Z
4039,Project name 4039,3786,Dairy,Active,2020-03-03T05:00:00.000Z,2020-09-12T05:00:00.000Z
4040,Project name 4040,4405,Paper Goods,Active,2020-06-02T05:00:00.000Z,2020-11-29T05:00:00.000Z
4041,Project name 4041,3108,Tea,Cancelled,2019-12-02T05:00:00.000Z,2020-04-15T05:00:00.000Z
4042,Project name 4042,3048,Bakery products,Presales,2020-09-12T05:00:00.000Z,2021-03-05T05:00:00.000Z
4043,Project name 4043,1059,Baby food,Presales,2020-10-14T05:00:00.000Z,2020-11-20T05:00:00.000Z
4044,Project name 4044,1006,Dishware,Cancelled,2020-10-24T05:00:00.000Z,2020-11-04T05:00:00.000Z
4045,Project name 4045,1495,Hygiene products,Presales,2020-08-01T05:00:00.000Z,2020-10-26T05:00:00.000Z
4046,Project name 4046,2985,Flowers,Cancelled,2020-12-06T05:00:00.000Z,2021-02-08T05:00:00.000Z
4047,Project name 4047,3678,Paper Goods,Active,2020-08-08T05:00:00.000Z,2020-10-06T05:00:00.000Z
4048,Project name 4048,4205,Bread,Cancelled,2020-02-22T05:00:00.000Z,2020-05-25T05:00:00.000Z
4049,Project name 4049,3095,Alcoholic beverages,Presales,2020-10-05T05:00:00.000Z,2021-02-13T05:00:00.000Z
4050,Project name 4050,1028,Sweets,Active,2019-12-24T05:00:00.000Z,2020-05-12T05:00:00.000Z
4051,Project name 4051,1534,Diet foods,Active,2019-11-21T05:00:00.000Z,2020-03-01T05:00:00.000Z
4052,Project name 4052,1535,Mustard,Active,2020-04-10T05:00:00.000Z,2020-09-05T05:00:00.000Z
4053,Project name 4053,1826,Diet foods,Presales,2020-12-14T05:00:00.000Z,2021-03-09T05:00:00.000Z
4054,Project name 4054,3561,Dishware,Cancelled,2019-02-22T05:00:00.000Z,2019-02-22T05:00:00.000Z
4055,Project name 4055,3935,Medicines,Presales,2020-08-18T05:00:00.000Z,2021-02-18T05:00:00.000Z
4056,Project name 4056,2022,Poultry,Active,2020-09-10T05:00:00.000Z,2021-03-28T05:00:00.000Z
4057,Project name 4057,1727,Snack foods,Presales,2020-06-17T05:00:00.000Z,2020-08-24T05:00:00.000Z
4058,Project name 4058,3387,Fish,Cancelled,2018-12-31T05:00:00.000Z,2019-07-24T05:00:00.000Z
4059,Project name 4059,4091,Vegetables,Presales,2020-08-27T05:00:00.000Z,2021-02-28T05:00:00.000Z
4060,Project name 4060,280,Candies,Cancelled,2019-05-16T05:00:00.000Z,2019-09-19T05:00:00.000Z
4061,Project name 4061,2731,Bottled waters,Presales,2020-07-22T05:00:00.000Z,2020-11-25T05:00:00.000Z
4062,Project name 4062,1931,Bread,Cancelled,2019-01-02T05:00:00.000Z,2019-05-30T05:00:00.000Z
4063,Project name 4063,4550,Detergents,Cancelled,2020-09-14T05:00:00.000Z,2021-01-12T05:00:00.000Z
4064,Project name 4064,1365,Fish,Closed,2019-01-25T05:00:00.000Z,2019-08-22T05:00:00.000Z
4065,Project name 4065,693,Salmon,Cancelled,2019-10-04T05:00:00.000Z,2019-12-05T05:00:00.000Z
4066,Project name 4066,3804,Eggs,Presales,2020-09-06T05:00:00.000Z,2020-10-17T05:00:00.000Z
4067,Project name 4067,2025,Toys,Presales,2020-08-16T05:00:00.000Z,2021-01-31T05:00:00.000Z
4068,Project name 4068,1167,Chicken,Presales,2020-08-11T05:00:00.000Z,2021-01-21T05:00:00.000Z
4069,Project name 4069,1431,Detergents,Active,2020-06-15T05:00:00.000Z,2020-08-20T05:00:00.000Z
4070,Project name 4070,3865,Sweets,Cancelled,2020-09-13T05:00:00.000Z,2021-04-17T05:00:00.000Z
4071,Project name 4071,3228,Pasta,Presales,2020-07-16T05:00:00.000Z,2021-02-19T05:00:00.000Z
4072,Project name 4072,4300,Personal Care,Presales,2020-10-28T05:00:00.000Z,2020-11-12T05:00:00.000Z
4073,Project name 4073,3775,Nonalcoholic beverages,Closed,2019-07-22T05:00:00.000Z,2019-10-28T05:00:00.000Z
4074,Project name 4074,2086,Paper Goods,Closed,2019-01-20T05:00:00.000Z,2019-08-02T05:00:00.000Z
4075,Project name 4075,4477,Chicken,Active,2020-05-04T05:00:00.000Z,2020-08-17T05:00:00.000Z
4076,Project name 4076,2123,House-cleaning products,Closed,2019-12-20T05:00:00.000Z,2020-06-29T05:00:00.000Z
4077,Project name 4077,1866,Baby-care,Cancelled,2018-06-11T05:00:00.000Z,2018-08-20T05:00:00.000Z
4078,Project name 4078,1673,Sweets,Closed,2018-07-16T05:00:00.000Z,2019-02-06T05:00:00.000Z
4079,Project name 4079,2105,Poultry,Cancelled,2018-09-21T05:00:00.000Z,2018-10-05T05:00:00.000Z
4080,Project name 4080,3116,Eggs,Presales,2020-10-08T05:00:00.000Z,2021-02-15T05:00:00.000Z
4081,Project name 4081,1274,Housewares,Presales,2020-12-01T05:00:00.000Z,2021-05-04T05:00:00.000Z
4082,Project name 4082,3294,Paper Goods,Closed,2020-01-04T05:00:00.000Z,2020-03-27T05:00:00.000Z
4083,Project name 4083,3427,Cosmetics,Presales,2020-12-22T05:00:00.000Z,2021-04-29T05:00:00.000Z
4084,Project name 4084,1812,Pasta,Active,2020-11-06T05:00:00.000Z,2020-11-20T05:00:00.000Z
4085,Project name 4085,3504,Personal hygiene,Presales,2020-08-10T05:00:00.000Z,2021-01-11T05:00:00.000Z
4086,Project name 4086,1898,Snack foods,Presales,2020-07-13T05:00:00.000Z,2020-11-17T05:00:00.000Z
4087,Project name 4087,3199,Alcoholic beverages,Active,2020-02-12T05:00:00.000Z,2020-06-22T05:00:00.000Z
4088,Project name 4088,2550,Fruits,Closed,2018-05-25T05:00:00.000Z,2018-08-27T05:00:00.000Z
4089,Project name 4089,1418,Pet foods,Active,2020-11-05T05:00:00.000Z,2020-12-22T05:00:00.000Z
4090,Project name 4090,2163,Grooming products,Cancelled,2020-03-18T05:00:00.000Z,2020-10-19T05:00:00.000Z
4091,Project name 4091,985,Housewares,Active,2020-09-18T05:00:00.000Z,2020-09-28T05:00:00.000Z
4092,Project name 4092,4471,Baby-care,Active,2020-07-05T05:00:00.000Z,2020-12-19T05:00:00.000Z
4093,Project name 4093,1160,Paper Goods,Presales,2020-11-11T05:00:00.000Z,2021-03-17T05:00:00.000Z
4094,Project name 4094,2822,Sweets,Active,2020-04-09T05:00:00.000Z,2020-10-07T05:00:00.000Z
4095,Project name 4095,2289,Chicken,Cancelled,2020-10-31T05:00:00.000Z,2020-11-15T05:00:00.000Z
4096,Project name 4096,1426,Flowers,Closed,2018-02-05T05:00:00.000Z,2018-05-26T05:00:00.000Z
4097,Project name 4097,2897,Dishware,Closed,2020-03-29T05:00:00.000Z,2020-05-31T05:00:00.000Z
4098,Project name 4098,4895,Personal Care,Cancelled,2018-06-05T05:00:00.000Z,2018-12-30T05:00:00.000Z
4099,Project name 4099,669,Frozen foods,Active,2020-04-11T05:00:00.000Z,2020-06-08T05:00:00.000Z
4100,Project name 4100,4493,Brown rice,Presales,2020-06-08T05:00:00.000Z,2020-06-13T05:00:00.000Z
4101,Project name 4101,3047,Detergents,Cancelled,2019-03-09T05:00:00.000Z,2019-10-05T05:00:00.000Z
4102,Project name 4102,726,Cheese,Active,2020-06-19T05:00:00.000Z,2020-11-26T05:00:00.000Z
4103,Project name 4103,2017,Hygiene products,Presales,2020-08-22T05:00:00.000Z,2020-11-18T05:00:00.000Z
4104,Project name 4104,3453,Bread,Active,2020-04-04T05:00:00.000Z,2020-06-11T05:00:00.000Z
4105,Project name 4105,4466,Salmon,Closed,2019-02-02T05:00:00.000Z,2019-02-04T05:00:00.000Z
4106,Project name 4106,1561,Baby-care,Cancelled,2019-11-03T05:00:00.000Z,2019-11-07T05:00:00.000Z
4107,Project name 4107,1521,Olive oil,Cancelled,2020-04-06T05:00:00.000Z,2020-10-23T05:00:00.000Z
4108,Project name 4108,3122,Ground turkey,Closed,2018-04-09T05:00:00.000Z,2018-11-05T05:00:00.000Z
4109,Project name 4109,4227,Alcoholic beverages,Closed,2020-03-22T05:00:00.000Z,2020-05-17T05:00:00.000Z
4110,Project name 4110,1036,Toys,Active,2020-10-25T05:00:00.000Z,2020-11-02T05:00:00.000Z
4111,Project name 4111,3798,Flowers,Active,2019-12-24T05:00:00.000Z,2020-05-29T05:00:00.000Z
4112,Project name 4112,1013,Tea,Closed,2018-10-12T05:00:00.000Z,2018-11-19T05:00:00.000Z
4113,Project name 4113,4730,Baby food,Active,2020-01-14T05:00:00.000Z,2020-04-14T05:00:00.000Z
4114,Project name 4114,4599,Bread,Closed,2020-02-28T05:00:00.000Z,2020-08-10T05:00:00.000Z
4115,Project name 4115,2549,Canned Goods,Cancelled,2019-04-27T05:00:00.000Z,2019-10-30T05:00:00.000Z
4116,Project name 4116,2183,Poultry,Active,2020-10-14T05:00:00.000Z,2020-10-26T05:00:00.000Z
4117,Project name 4117,3402,Toys,Cancelled,2018-02-05T05:00:00.000Z,2018-09-08T05:00:00.000Z
4118,Project name 4118,1323,Cheese,Presales,2020-05-28T05:00:00.000Z,2020-11-28T05:00:00.000Z
4119,Project name 4119,1695,Cereals,Cancelled,2019-02-19T05:00:00.000Z,2019-04-24T05:00:00.000Z
4120,Project name 4120,814,Cosmetics,Closed,2018-11-11T05:00:00.000Z,2019-04-17T05:00:00.000Z
4121,Project name 4121,3124,Decorations,Presales,2020-09-21T05:00:00.000Z,2021-01-04T05:00:00.000Z
4122,Project name 4122,115,Coffee,Active,2020-02-14T05:00:00.000Z,2020-04-11T05:00:00.000Z
4123,Project name 4123,3078,Pasta,Cancelled,2019-12-01T05:00:00.000Z,2020-01-04T05:00:00.000Z
4124,Project name 4124,4212,Tea,Cancelled,2020-08-04T05:00:00.000Z,2021-03-04T05:00:00.000Z
4125,Project name 4125,3434,Mustard,Active,2020-02-02T05:00:00.000Z,2020-08-24T05:00:00.000Z
4126,Project name 4126,4107,Flour,Cancelled,2020-08-05T05:00:00.000Z,2020-12-24T05:00:00.000Z
4127,Project name 4127,1956,Toys,Closed,2019-07-10T05:00:00.000Z,2019-11-02T05:00:00.000Z
4128,Project name 4128,4617,White rice,Presales,2020-09-02T05:00:00.000Z,2020-12-25T05:00:00.000Z
4129,Project name 4129,3062,Cheese,Active,2020-07-17T05:00:00.000Z,2020-12-26T05:00:00.000Z
4130,Project name 4130,2915,Pet foods,Presales,2020-07-23T05:00:00.000Z,2020-09-15T05:00:00.000Z
4131,Project name 4131,2059,Tomato sauce,Presales,2020-08-23T05:00:00.000Z,2021-02-20T05:00:00.000Z
4132,Project name 4132,3449,Personal Care,Cancelled,2020-01-25T05:00:00.000Z,2020-02-20T05:00:00.000Z
4133,Project name 4133,1725,House-cleaning products,Cancelled,2020-07-21T05:00:00.000Z,2020-12-21T05:00:00.000Z
4134,Project name 4134,2764,Bottled waters,Closed,2019-11-10T05:00:00.000Z,2020-04-04T05:00:00.000Z
4135,Project name 4135,2948,Medicines,Active,2020-08-17T05:00:00.000Z,2020-11-28T05:00:00.000Z
4136,Project name 4136,3235,Coffee,Presales,2020-11-26T05:00:00.000Z,2021-02-10T05:00:00.000Z
4137,Project name 4137,3941,White rice,Active,2020-10-09T05:00:00.000Z,2020-11-08T05:00:00.000Z
4138,Project name 4138,1215,Baby-care,Active,2020-04-07T05:00:00.000Z,2020-05-16T05:00:00.000Z
4139,Project name 4139,911,Nonalcoholic beverages,Closed,2019-01-11T05:00:00.000Z,2019-08-08T05:00:00.000Z
4140,Project name 4140,1181,Seafood,Closed,2019-09-22T05:00:00.000Z,2020-03-27T05:00:00.000Z
4141,Project name 4141,1659,Bread,Cancelled,2020-10-07T05:00:00.000Z,2021-02-21T05:00:00.000Z
4142,Project name 4142,3314,Bakery products,Active,2020-01-17T05:00:00.000Z,2020-04-17T05:00:00.000Z
4143,Project name 4143,4036,Baby-care,Presales,2020-11-18T05:00:00.000Z,2021-06-01T05:00:00.000Z
4144,Project name 4144,3488,Meat,Cancelled,2019-03-23T05:00:00.000Z,2019-07-29T05:00:00.000Z
4145,Project name 4145,4583,Decorations,Presales,2020-11-12T05:00:00.000Z,2020-12-10T05:00:00.000Z
4146,Project name 4146,2062,Bakery products,Active,2020-03-25T05:00:00.000Z,2020-09-23T05:00:00.000Z
4147,Project name 4147,4408,Hygiene products,Presales,2020-09-07T05:00:00.000Z,2021-03-04T05:00:00.000Z
4148,Project name 4148,395,Snack foods,Presales,2020-10-07T05:00:00.000Z,2020-12-12T05:00:00.000Z
4149,Project name 4149,2869,Sweets,Active,2019-11-07T05:00:00.000Z,2019-11-15T05:00:00.000Z
4150,Project name 4150,3331,Candies,Cancelled,2018-03-21T05:00:00.000Z,2018-05-26T05:00:00.000Z
4151,Project name 4151,1434,Baby food,Closed,2020-04-13T05:00:00.000Z,2020-08-17T05:00:00.000Z
4152,Project name 4152,1689,Diet foods,Presales,2020-06-29T05:00:00.000Z,2020-08-07T05:00:00.000Z
4153,Project name 4153,2483,Chicken,Active,2020-06-11T05:00:00.000Z,2021-01-07T05:00:00.000Z
4154,Project name 4154,506,Pet foods,Cancelled,2018-10-27T05:00:00.000Z,2019-03-18T05:00:00.000Z
4155,Project name 4155,3969,Housewares,Active,2020-07-07T05:00:00.000Z,2020-12-30T05:00:00.000Z
4156,Project name 4156,2419,Meat,Active,2020-08-08T05:00:00.000Z,2020-12-06T05:00:00.000Z
